Order,Text_title,sound,morphemes,Gloss,Category
67.0,lm3rof,fkat,[fk-at],[give:Imper-2MP],V
68.0,lm3rof,!ttʕam,[!l-tʕam],[MS:food],N
69.0,lm3rof,bʕda,[bʕda],[first],
70.0,lm3rof,i,[i],[to],
71.0,lm3rof,middn,[middn],[MP:people],N
72.0,lm3rof,ann,[a-nn],[DemDet:Deic:that],
73.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
74.0,lm3rof,hati,[hati],[actually],
75.0,lm3rof,gan,[ga-n],[be:pf-3MP],V
76.0,lm3rof,i!brranijn,[i-!brrani-jn],[MPFS-stranger],N
77.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
78.0,lm3rof,fkat,[fk-at],[give:Imper-2MP],V
79.0,lm3rof,asn,[a-sn],[dat:3MP],
80.0,lm3rof,si,[sin],[two:M],N
81.0,lm3rof,jrukutn,[i-ruku-tn],[MPCS-plate],V
82.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
83.0,lm3rof,mrħba,[mrħba],[welcome],
84.0,lm3rof,a,[a],[Voc],
85.0,lm3rof,tagwmatt,[ta-gwma-tt],[FSFS:brotherhood],N
86.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
87.0,lm3rof,kwnni,[kwnni],[you:MP],
88.0,lm3rof,tgam,[t-ga-m],[2-be:pf-MP],V
89.0,lm3rof,i!brranijn,[i-!brrani-jn],[MPFS-foreigner],N
90.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
91.0,lm3rof,ʃʃat,[ʃʃ-at],[eat:Imper-2MP],V
92.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
93.0,lm3rof,ifka,[i-fka],[3MS-give:pf],V
94.0,lm3rof,!rbbi,[!rbbi],[MS:God],N
95.0,lm3rof,l!χir,[l-!χir],[heavenly manna],N
96.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
97.0,lm3rof,fkat,[fk-at],[give:Imper-2MP],V
98.0,lm3rof,i,[i],[to],
99.0,lm3rof,ʁwid,[ʁ-wi-d],[DemPron:MP-deic:These],
100.0,lm3rof,!jadnin,[!jadnin],[other],
101.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
102.0,lm3rof,ahja,[ahja],[Interj:Hey you!],
103.0,lm3rof,bab,[bab],[MS:owner],N
104.0,lm3rof,n,[n],[of],
105.0,lm3rof,uχidus,[u-χidus],[MSCS-burnous],N
106.0,lm3rof,a,[a-d],[DemDet-Deic:this],
107.0,lm3rof,kiji,[kiji],[you:MS],
108.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
109.0,lm3rof,uχχr,[uχχr],[move back:Imper:2S],V
110.0,lm3rof,a,[a],[Voc],
111.0,lm3rof,!darat,[!darat],[backward],N
112.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
113.0,lm3rof,!zriχ,[!zri-ʁ],[see:pf-1S],V
114.0,lm3rof,k,[k],[Obj:2MS],
115.0,lm3rof,aʁar,[aʁar],[just],
116.0,lm3rof,ar,[ar],[AR],
117.0,lm3rof,tʃttat,[t-ʃtta-t],[2-eat:Impf-S],V
118.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
119.0,lm3rof,wah,[wah],[interj:oh],
120.0,lm3rof,uχχr,[uχχr],[move back:Imper:2S],V
121.0,lm3rof,s,[s],[to],
122.0,lm3rof,ʁi,[ʁi],[here],
123.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
124.0,lm3rof,a!llah,[a!llah],[O Allah],N
125.0,lm3rof,awddi,[awddi],[awddi],
126.0,lm3rof,mani,[mani],[where],
127.0,lm3rof,ʁ,[ʁ],[in],
128.0,lm3rof,ʒʒu,[ʒʒu],[never],
129.0,lm3rof,ʃʃiʁ,[ʃʃi-ʁ],[eat:pf-1S],V
130.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
131.0,lm3rof,uχχr,[uχχr],[move back:Imper:2S],V
132.0,lm3rof,awa,[awa],[so],
133.0,lm3rof,at,[ad],[AD:Comp],
134.0,lm3rof,tdrut,[t-dru-t],[2S-share food:ao-2S],V
135.0,lm3rof,d,[d],[with],
136.0,lm3rof,ʁwi,[ʁ-wi],[DemPron:MP:these],
137.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
138.0,lm3rof,zajd,[zajd],[go ahead:Imper:2S],V
139.0,lm3rof,d,[d],[deic],
140.0,lm3rof,s,[s],[to],
141.0,lm3rof,ʁi,[ʁi],[here],
142.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
143.0,lm3rof,uχχr,[uχχr],[move back:Imper:2S],V
144.0,lm3rof,awa,[awa],[so],
145.0,lm3rof,s,[s],[to],
146.0,lm3rof,ʁi,[ʁi],[down],
147.0,,hati,[hati],[here],
148.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
149.0,lm3rof,aqq,[aqq],[Interj],
150.0,lm3rof,a,[a],[Voc],
151.0,lm3rof,gwma,[gwma],[MS:Brother],N
152.0,lm3rof,hati,[hati],[actually],
153.0,lm3rof,aʁar,[aʁar],[just],
154.0,lm3rof,ar,[ar],[AR],
155.0,lm3rof,aʁ,[a-ʁ],[dat:1P],
156.0,lm3rof,tsuχχart,[t-tt-s-uχχar-t],[2S-Impf-Caus-move back:Impf-2S],V
157.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
158.0,lm3rof,hann,[ha-nn],[presentative-deic],
159.0,lm3rof,ur,[ur],[neg],
160.0,lm3rof,nʃʃa,[n-ʃʃa],[1P-eat:pf],V
161.0,lm3rof,amja,[amja],[nothing],N
162.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
163.0,lm3rof,amʁar,[a-mʁar],[MSFS-Community leader],N
164.0,lm3rof,jak,[jak],[is'nt it],
165.0,lm3rof,ass,[ass],[Sir],N
166.0,lm3rof,labas,[labas],[No problem],
167.0,lm3rof,ʃwijja,[ʃwijja],[slightly],
168.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
169.0,lm3rof,fkat,[fk-at],[give:Imper-2MP],V
170.0,lm3rof,as,[a-s],[dat:3MS],
171.0,lm3rof,nn,[nn],[deic],
172.0,lm3rof,!ttbla,[!ttbla],[tray],N
173.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
174.0,lm3rof,fkat,[fk-at],[give:Imper:2MP],V
175.0,lm3rof,as,[a-s],[dat:3MS],
176.0,lm3rof,d,[d],[deic],
177.0,lm3rof,kra,[kra],[some],
178.0,lm3rof,n,[n],[of],
179.0,lm3rof,wataj,[w-ataj],[MSCS-tea],N
180.0,lm3rof,l,[n],[of],
181.0,lm3rof,lmliħ,[l-mliħ],[MS:good quality],
182.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
183.0,lm3rof,tbbim,[t-bbi-m],[2-cut:ao-MP],V
184.0,lm3rof,as,[a-s],[dat:3S],
185.0,lm3rof,d,[d],[deic],
186.0,lm3rof,liqamt,[liqamt],[FS:mint],N
187.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
188.0,lm3rof,tsllam,[t-slla-m],[2-hear:pf-MP],V
189.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
190.0,lm3rof,tʁrm,[t-ʁr-m],[2-call:ao-MP],V
191.0,lm3rof,i,[i],[to],
192.0,lm3rof,!ttlba,[!ttlba],[Quran teachers],N
193.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
194.0,lm3rof,a,[ad],[AD:Comp],
195.0,lm3rof,wr,[ur],[Neg],
196.0,lm3rof,ttum,[t-ttu-m],[2-forget:ao-MP],V
197.0,lm3rof,!ttlba,[!ttlba],[Quran teachers],N
198.0,lm3rof,d,[d],[and],
199.0,lm3rof,i!mħdarn,[i-!mħdar-n],[MPFS-student],N
200.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
201.0,lm3rof,ma,[mad],[Interr:what],
202.0,lm3rof,jga,[i-ga],[3MS-be:pf],V
203.0,lm3rof,ʁajad,[ʁaj-ad],[DemPro-Deic:this],
204.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
205.0,lm3rof,zzwurat,[ss-zwur-at],[Caus-precede:Imper-2MP],V
206.0,lm3rof,tn,[tn],[Obj:3MP],
207.0,lm3rof,ʁ,[ʁ],[in],
208.0,lm3rof,umttʃu,[u-mttʃu],[MSCS-meal],N
209.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
210.0,lm3rof,fk,[fk],[give:imper:2S],V
211.0,lm3rof,i,[i],[to],
212.0,lm3rof,wmʁar,[u-mʁar],[MSCS-Community leader],N
213.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
214.0,lm3rof,awa,[awa],[so],
215.0,lm3rof,bllati,[bllati],[wait],
216.0,lm3rof,a,[ad],[AD:Comp],
217.0,lm3rof,nsala,[n-sala],[1P-finish:ao],V
218.0,lm3rof,amʁar,[a-mʁar],[MSFS-Community leader],N
219.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
220.0,lm3rof,iga,[i-ga],[3MS-be:pf],V
221.0,lm3rof,u,[u],[from],
222.0,lm3rof,tmazirt,[t-mazir-t],[MSCS-country],N
223.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
224.0,lm3rof,fkat,[fk-at],[give:Imper-2MP],V
225.0,lm3rof,awa,[awa],Emph:You-MS,
226.0,lm3rof,i,[i],[to],
227.0,lm3rof,wmʁar,[w-mʁar],[MSCS-Community leader],N
228.0,lm3rof,a,[ad],[AD:Comp],
229.0,lm3rof,jʃʃ,[i-ʃʃ],[3MS-eat:ao],V
230.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
231.0,lm3rof,hati,[hati],[actually],
232.0,lm3rof,ra,[rad],[RAD],
233.0,lm3rof,jqllq,[i-qllq],[3MS-get angry:ao],V
234.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
235.0,lm3rof,χali,[χali],[MS:uncle],N
236.0,lm3rof,muħmmad,[muħmmad],[muħmmad],N
237.0,lm3rof,labas,[labas],[no problem],
238.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
239.0,lm3rof,manik,[manik],[how],
240.0,lm3rof,at,[ad],[AD:Comp],
241.0,lm3rof,tgam,[t-ga-m],[2-be:pf-MP],V
242.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
243.0,lm3rof,ak,[ad],[AD:Comp],
244.0,lm3rof,kwn,[kwn],[Obj:2MP],
245.0,lm3rof,issrbħ,[i-ss-rbħ],[3MS-Caus-win:pf],V
246.0,lm3rof,!rbbi,[!rbbi],[MS:God],N
247.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
248.0,lm3rof,u!llah,[u-!llah],[by God],N
249.0,lm3rof,a,[a],[Voc],
250.0,lm3rof,jajtma,[ajtma],[MP:brother],N
251.0,lm3rof,ar,[ar],[AR],
252.0,lm3rof,aʁ,[a-ʁ],[dat:1P],
253.0,lm3rof,tʕʒbm,[t-ʕʒb-m],[2-please:aor-MP],V
254.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
255.0,lm3rof,mnnawt,[mnnawt],[How many:FP],
256.0,lm3rof,lbhajm,[l-bhajm],[FP:Heads (animals)],N
257.0,lm3rof,a,[ad],[AD:Comp],
258.0,lm3rof,mmu,[mmu],[to witch],
259.0,lm3rof,tʁrsm,[t-ʁrs-m],[2-slay:pf-MP],V
260.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
261.0,lm3rof,nʁrs,[n-ʁrs],[1P-slay:pf],V
262.0,lm3rof,i,[i],[to],
263.0,lm3rof,!sbatʕaʃ,[!sbatʕaʃ],[seventeen],N
264.0,lm3rof,zzʁ,[zzʁ],[among],
265.0,lm3rof,imugajn,[i-mugaj-n],[MPFSi-mugaj-n],N
266.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
267.0,lm3rof,nʁrs,[n-ʁrs],[1P-slay:pf],V
268.0,lm3rof,i,[i],[to],
269.0,lm3rof,ʕʃrin,[ʕʃrin],[twenty],N
270.0,lm3rof,zzʁ,[zzʁ],[from],
271.0,lm3rof,izammarn,[i-zammar-n],[MPFS-sheep],N
272.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
273.0,lm3rof,is,[is],[Interr],
274.0,lm3rof,tssnt,[t-ssn-t],[2-know:pf-S],V
275.0,lm3rof,a,[a],[Voc],
276.0,lm3rof,blla,[blla],[Bella],N
277.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
278.0,lm3rof,!ara,[!ara],[give:Imper:2S],V
279.0,lm3rof,jat,[jat],[one:F],
280.0,lm3rof,ʁrat,[ʁr-at],[call:Imper-2MP],V
281.0,lm3rof,i,[i],[to],
282.0,lm3rof,jajt,[ajt],[those of],
283.0,lm3rof,umarg,[u-marg],[MSCS-song],N
284.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
285.0,lm3rof,ʁrat,[ʁr-at],[call:Imper-2MP],V
286.0,lm3rof,asn,[a-sn],[dat:3MP],
287.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
288.0,lm3rof,amarg,[a-marg],[MSFS-song],N
289.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
290.0,lm3rof,awa,awa],so],
291.0,lm3rof,a!llah,[a!llah],[O Allah],N
292.0,lm3rof,a!llah,[a!llah],[O Allah],N
293.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
294.0,lm3rof,a,[ad],[AD:COMP],
295.0,lm3rof,wkan,[ukan],[simply],
296.0,lm3rof,i!ʃwwr,[i-!ʃwwr],[3MS-go:pf],V
297.0,lm3rof,jan,[jan],[someone],
298.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
299.0,lm3rof,awa,[awa],[so],
300.0,lm3rof,a!llah,[a!llah],[O Allah],N
301.0,lm3rof,a!llah,[a!llah],[O Allah],N
302.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
303.0,lm3rof,a,[ad],[AD:COMP],
304.0,lm3rof,wkan,[ukan],[simply],
305.0,lm3rof,i!ʃwwr,[i-!ʃwwr],[3MS-go:pf],V
306.0,lm3rof,jan,[jan],[someone],
307.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
308.0,lm3rof,awa,[awa],[so],
309.0,lm3rof,riʁ,[ri-ʁ],[want:pf-1S],V
310.0,lm3rof,ad,[ad],[AD:Comp],
311.0,lm3rof,sawlʁ,[sawl-ʁ],[sawl:ao-1S],V
312.0,lm3rof,ad,[ad],[AD:Comp],
313.0,lm3rof,am,[a-m],[dat:2FS],
314.0,lm3rof,iniʁ,[ini-ʁ],[tell:ao-1S],V
315.0,lm3rof,ja,[jan],[one:M],
316.0,lm3rof,wawal,[w-awal],[MSCS-word],N
317.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
318.0,lm3rof,ara,[ara],[give:Imper:2S],V
319.0,lm3rof,mat,[mad],[Pron:what],
320.0,lm3rof,tnnit,[t-nni-t],[2-say:ao-S],V
321.0,lm3rof,ad,[ad],[AD:Comp],
322.0,lm3rof,ak,[a-k],[dat:2MS],
323.0,lm3rof,fllas,[flla-s],[on-3S],
324.0,lm3rof,raraʁ,[rara-ʁ],[reply:ao-1S],V
325.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
326.0,lm3rof,ini,[ini],[tell:Imper:2S],V
327.0,lm3rof,jji,[iji],[dat:1S],
328.0,lm3rof,mad,[mad],[Pron:what],
329.0,lm3rof,tgit,[t-gi-t],[2S-be:pf-2S],V
330.0,lm3rof,a,[a],[Voc],
331.0,lm3rof,!fadna,[!fadna],[Fadna],N
332.0,lm3rof,a,[ad],[AD:Comp],
333.0,lm3rof,nn,[nn],[deic],
334.0,lm3rof,srm,[sr-m],[to-2FS],
335.0,lm3rof,sawlʁ,[sawl-ʁ],[say:ao-1S],V
336.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
337.0,lm3rof,ml,[ml],[show:Imper:2S],V
338.0,lm3rof,iji,[iji],[dat:1S],
339.0,lm3rof,ma,[mad],[Pron:what],
340.0,lm3rof,kullu,[kullu],[all],
341.0,lm3rof,tskart,[t-skar-t],[2-do:Impf:S],V
342.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
343.0,lm3rof,mat,[mad],[Pron:what],
344.0,lm3rof,tzznzat,[t-ss-nza-t],[2-Caus-sale:Impf-S],V
345.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
346.0,lm3rof,mat,[mad],[Pron:what],
347.0,lm3rof,tsalat,[t-sala-t],[2-finish:pf-S],V
348.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
349.0,lm3rof,nkki,[nkki],[me],
350.0,lm3rof,ur,[ur],[neg],
351.0,lm3rof,a,[ar],[AR:NEG],
352.0,lm3rof,zznzaʁ,[ss-nza-ʁ],[Caus-sale:Impf-1S],V
353.0,lm3rof,ula,[ula],[and],
354.0,lm3rof,ar,[ar],[AR],
355.0,lm3rof,ssaʁʁ,[ssaʁ-ʁ],[buy:Impf-1S],V
356.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
357.0,lm3rof,nkki,[nkki],[me],
358.0,lm3rof,giʁ,[gi-ʁ],[be:pf-1S],
359.0,lm3rof,lmʕlm,[l-mʕlm],[MS:professional],N
360.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
361.0,lm3rof,ar,[ar],[AR],
362.0,lm3rof,ttʕdalʁ,[tt-ʕdal-ʁ],[repair:Impf-1S],V
363.0,lm3rof,tikinin,[t-ikin-in],[FPFS:pot],N
364.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
365.0,lm3rof,akwi,[akwi],[2S:go down:ao],V
366.0,lm3rof,f,[f],[on],
367.0,lm3rof,iχf,[iχf],[MSCS:head],N
368.0,lm3rof,inw,[in-w],[PossDet:1S],
369.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
370.0,lm3rof,ssudm,[ssudm],[kiss:Imper2S],V
371.0,lm3rof,t,[t],[Obj:3MS],
372.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
373.0,lm3rof,ad,[ad],[AD:Comp],
374.0,lm3rof,am,[a-m],[dat:2FS],
375.0,lm3rof,fkaʁ,[fka-ʁ],[give:ao-1S],V
376.0,lm3rof,ikin,[i-kin],[MSFS:pot],N
377.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
378.0,lm3rof,u!llah,[u-!llah],[by God],N
379.0,lm3rof,a,[a],[Voc],
380.0,lm3rof,ja,[jan],[one:M],
381.0,lm3rof,wawal,[w-awal],[MSCS-word],N
382.0,lm3rof,ad,[ad],[AD:Comp],
383.0,lm3rof,am,[a-m],[dat:2FS],
384.0,lm3rof,t,[t],[Obj:3MS],
385.0,lm3rof,ukan,[ukan],[just],
386.0,lm3rof,jini,[i-ini],[3MS-say:ao],V
387.0,lm3rof,jan,[jan],[someone],
388.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
389.0,lm3rof,hann,[ha-nn],[presentative-deic],
390.0,lm3rof,taʁawsa,[taʁawsa],[FSFS:thing],N
391.0,lm3rof,ur,[ur],[neg],
392.0,lm3rof,ag,[rad],[RAD],
393.0,lm3rof,gis,[gi-s],[in-3MS],
394.0,lm3rof,jili,[i-ili],[3MS-be:ao],V
395.0,lm3rof,abla,[abla],[only],
396.0,lm3rof,lχir,[l-χir],[heavenly manna],N
397.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
398.0,lm3rof,snat,[snat],[two:F],N
399.0,lm3rof,t!rbʕijin,[t-!rbʕij-in],[FPCF:measure],N
400.0,lm3rof,n,[n],[of],
401.0,lm3rof,taqqajin,[ta-qqaj-in],[FPFS:datte],N
402.0,lm3rof,rad,[rad],[RAD],
403.0,lm3rof,am,[a-m],[dat:2FS],
404.0,lm3rof,tnt,[tnt],[Obj:3FP],
405.0,lm3rof,inn,[inn],[deic],
406.0,lm3rof,awiʁ,[awi-ʁ],[bring:ao-1S],V
407.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
408.0,lm3rof,i!rbbi,[i!rbbi],[Please],N
409.0,lm3rof,is,[is],[Interr],
410.0,lm3rof,ur,[ur],[neg],
411.0,lm3rof,ttahilt,[t-ttahil-t],[2S-marry:pf-2S],V
412.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
413.0,lm3rof,ak,[ad],[AD:Comp],
414.0,lm3rof,km,[km],[Obj:2FS],
415.0,lm3rof,jawi,[i-awi],[3MS-marry:ao],V
416.0,lm3rof,jan,[jan],[someone],
417.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
418.0,lm3rof,ad,[ad],[AD:Comp],
419.0,lm3rof,rhnʁ,[rhn-ʁ],[mortgage:pf-1S],V
420.0,lm3rof,awttu,[a-wttu],[MSFS-plot],N
421.0,lm3rof,da,[da],[DA:Comp] AD variant?,
422.0,lm3rof,iwala,[i-wala],[3MS-inherit:pf],V
423.0,lm3rof,ʕli,[ʕli],[Ali],N
424.0,lm3rof,nnaʁ,[n-naʁ],[PossDet:1P],
425.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
426.0,lm3rof,mt !rbbi,[mt !rbbi],Exp. Even tough,
427.0,lm3rof,iʁ,[iʁ],[if],
428.0,lm3rof,aʁ,[a-ʁ],[dat:1P],
429.0,lm3rof,d,[d],[deic],
430.0,lm3rof,ur,[ur],[neg],
431.0,lm3rof,i!ʃʃid,[i-s-!ʃid],[3MS-Caus-remain:Ao],V
432.0,lm3rof,amja,[amja],[nothing],N
433.0,lm3rof,iχ,[iʁ],[if],
434.0,lm3rof,km,[km],[Obj:2FS],
435.0,lm3rof,iwiʁ,[iwi-ʁ],[led away:pf-1S],V
436.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
437.0,lm3rof,i!rbbi,[i!rbbi],[Please],N
438.0,lm3rof,a,[a],[Voc],
439.0,lm3rof,gwma,[gwma],[MS:Brother],N
440.0,lm3rof,ħnna,[ħnna],[cherished],
441.0,lm3rof,gawrat,[gawr-at],[sit down:Imper-2MP],V
442.0,lm3rof,hlli,[hlli],[only],
443.0,lm3rof,imjurat,[imjur-at],[appreciate a place:Imper-2MP],V
444.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
445.0,lm3rof,raj,[rad],[RAD],
446.0,lm3rof,awn,[a-wn],[dat:2MP],
447.0,lm3rof,fkaʁ,[fka-ʁ],[give:ao-1S],V
448.0,lm3rof,amud,[a-mud],[MSFS-seed],N
449.0,lm3rof,!amzʁ,[!amz-ʁ],[hold:ao-1S],V
450.0,lm3rof,awn,[a-wn],[dat:2MP],
451.0,lm3rof,aχmmwas,[a-χmmwas],[MSFS-sharecropper],N
452.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
453.0,lm3rof,ad,[ad],[AD:Comp],
454.0,lm3rof,!rhnʁ,[!rhn-ʁ],[mortgage:pf-1S],V
455.0,lm3rof,taʃddatt,[ta-ʃddad-t],[FSFS-bandeau],N
456.0,lm3rof,sʁiʁ,[sʁi-ʁ],[buy:pf-1S],V
457.0,lm3rof,s,[s],[with],
458.0,lm3rof,taqqajin,[ta-qqaj-in],[FPFS:datte],N
459.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
460.0,lm3rof,i!rbbi,[i!rbbi],[Please],N
461.0,lm3rof,izd,[izd],[Interr],
462.0,lm3rof,nnijt,[nnijt],[FS:intention],
463.0,lm3rof,ad,[ad],[AD:Comp],
464.0,lm3rof,aʁ,[a-ʁ],[dat:1P],
465.0,lm3rof,tnnit,[t-nni-t],[2-tell:pf-S],V
466.0,lm3rof,a,[a],[Voc],
467.0,lm3rof,winnaʁ,[w-in-naʁ],[PossPron:M/1P],
468.0,lm3rof,New_Sentence,New_Sentence,New_Sentence,
469.0,lm3rof,nʁdd,[nʁdd],[or],
