Order,Titre_Texte,SOUND,MORPHEMES,M-GLOSS,CATEGORY
229.0,lHrb,jas,[i-a-s],[to-dat-3S],
230.0,lHrb,awa,[awa],[so],
231.0,lHrb,ʁir,[ʁir],[just],
232.0,lHrb,sir,[sir],[go:Imper:2S],
233.0,lHrb,ħijl,[ħijl],[ħijl],
234.0,lHrb,tiwuttʃi,[ti-w-uttʃi],[poss-epen-the food],N
235.0,lHrb,hati,[hati],[presentative],
236.0,lHrb,rann,[ra-nn],[want:pf-3PM],V
237.0,lHrb,munʁ,[mun-ʁ],[go with:pf-1S],V
238.0,lHrb,d,[d],[and],
239.0,lHrb,!ttalb,[!ttalb],[the master],N
240.0,lHrb,d,[d],[and],
241.0,lHrb,i!mħdarn,[i-!mħdar-n], [PMFS-student],N
242.0,,New_Sentence,New_Sentence,New_Sentence,
243.0,lHrb,tnna,[t-nna],[2FS-say:pf],V
244.0,lHrb,jas,[i-a-s],[to-dat-3S],
245.0,lHrb,waχχa,[waχχa],[even if],
246.0,lHrb,tddu,[t-ddu],[3FS-go away:Impf],V
247.0,lHrb,s,[s],[s],
248.0,lHrb,tgmmi,[t-gmmi],[FSCS-house],N
249.0,lHrb,nttat,[ntta-t],[3FS:she/her],
250.0,lHrb,ula,[ula],[or],
251.0,lHrb,gwmas,[gwma-s],brother-poss:3S],N
252.0,lHrb,ʁwinnn,[ʁ-wi-n-nn],[DemPron:MP-deic:Those ones],
253.0,lHrb,aslm,[a-slm],[MFSS-fish],N
254.0,lHrb,lli,[lli],[RelPro],
255.0,lHrb,ʕdlnt,[ʕdl-n-t],[prepare:pf-3P-F],V
256.0,lHrb,ʃʃint,[ʃʃi-n-t],[eat:pf-3P-F],V
257.0,lHrb,j,[j],[epen],
258.0,lHrb,iliħ,[i-liħ],[3MS-be missing:ao],V
259.0,lHrb,t,[t],[Obj:3MS],
260.0,lHrb,ula,[ula],[or],
261.0,lHrb,mani,[mani],[where],
262.0,lHrb,ikka,[i-kka],[3MS-go by:pf],V
263.0,lHrb,!ħdun,[!ħdu-n],[watch:ao-3PM],V
264.0,lHrb,isnnan,[i-snnan],[PMFS-thorn],N
265.0,lHrb,lli,[lli],[RelPro],
266.0,lHrb,ns,[n-s],[PossDet:3S],
267.0,,New_Sentence,New_Sentence,New_Sentence,
268.0,lHrb,lliʁ,[lliʁ],[RelPro],
269.0,lHrb,tlkm,[t-lkm],[3FS-arrive:pf],V
270.0,lHrb,tiwuttʃi,[ti-w-uttʃi],[poss-epen-the food],N
271.0,lHrb,izri,[i-zri],[3MS-pass:pf],V
272.0,lHrb,wrgaz,[w-rgaz],[SMCS-man],N
273.0,lHrb,s,[s],[s],
274.0,lHrb,tmzgida,[t-mzgid-a],[FSCS-mosque],N
275.0,lHrb,ur,[ur],[neg],
276.0,lHrb,ikki,[i-kki],[i-kki],
277.0,lHrb,ħtta,[ħtta],[even if],
278.0,lHrb,agwns,[a-gwns],[MFSS-inside],N
279.0,lHrb,n,[n],[n],
280.0,lHrb,tgmmi,[t-gmmi],[FSCS-house],N
281.0,lHrb,inna,[i-nna],[3MS-say:pf],V
282.0,lHrb,j,[j],[epen],
283.0,lHrb,i!ttalb,[i-!ttalb],[dat-master],N
284.0,lHrb,!ja!llah,[!j-a-!llah],[epen-just],
285.0,lHrb,hati,[hati],[presentative],
286.0,lHrb,ʁ,[ʁ],[at],
287.0,lHrb,!id,[!id],[night],N
288.0,lHrb,a,[a-d],[DemDet-Deic:this] ,
289.0,lHrb,ira,[i-ra],[3MS-want:pf],V
290.0,lHrb,nssufʁ,[n-ss-ufʁ],[1P-caus-go out:pf],V
291.0,lHrb,sslukt,[sslukt],[the verses of the Koran],N
292.0,lHrb,imund,[i-mun-d],[3MS-go with:pf-deic],V
293.0,lHrb,d,[d],[and],
294.0,lHrb,!ttalb,[!ttalb],[the master],N
295.0,lHrb,d,[d],[and],
296.0,lHrb,i!mħdarn,[i-!mħdar-n],[PMFS-student],N
297.0,lHrb,s,[s],[s],
298.0,lHrb,tgmmi,[t-gmmi],[FFSS-house],N
299.0,,New_Sentence,New_Sentence,New_Sentence,
300.0,lHrb,inna,[i-nna],[3MS-say:pf],V
301.0,lHrb,jtmʁart,[i-t-mʁar-t],[dat-old lady],N
302.0,lHrb,awa,[awa],[so],
303.0,lHrb,manza,[manza],[where is],
304.0,lHrb,ifʃka,[i-fʃk-a],[PMFS-cup],N
305.0,lHrb,wataj,[w-ataj],[SMCS-tea],N
306.0,lHrb,manza,[manza],[where is],
307.0,lHrb,!ttaʒin,[!ttaʒin],[tajine],N
308.0,lHrb,manza,[manza],[where is],
309.0,lHrb,l!mraʃʃa,[l-!mraʃʃa],[the-watering can],N
310.0,,New_Sentence,New_Sentence,New_Sentence,
311.0,lHrb,tnna,[t-nna],[2FS-say:pf],V
312.0,lHrb,jas,[i-a-s],[to-dat-3S],
313.0,lHrb,wi,[wi],[poss],
314.0,lHrb,mmit,[mmit],[mmit],
315.0,lHrb,awddi,[awddi],[Interjection],
316.0,,New_Sentence,New_Sentence,New_Sentence,
317.0,lHrb,inna,[i-nna],[3MS-say:pf],V
318.0,lHrb,jas,[i-a-s],[to-dat-3S],
319.0,lHrb,aqq,[aqq],[because],
320.0,lHrb,nniʁ,[nni-ʁ],[say:pf-1S],V
321.0,lHrb,am,[a-m],[dat-2FS],
322.0,lHrb,nit,[nit],[really],
323.0,lHrb,ra,[ra],[ra],
324.0,lHrb,nssufʁ,[n-ss-ufʁ],[1P-caus-go out:pf],V
325.0,lHrb,sslukt,[sslukt],[the verses of the Koran],N
326.0,,New_Sentence,New_Sentence,New_Sentence,
327.0,lHrb,tnna,[t-nna],[2FS-say:pf],V
328.0,lHrb,jas,[i-a-s],[to-dat-3S],
329.0,lHrb,mas,[ma-s],[with what],
330.0,lHrb,rat,[rad],[RAD:Fut],
331.0,lHrb,tssufʁt,[t-ss-ufʁ-t],[2S-caus-go out:pf],V
332.0,lHrb,sslukt,[sslukt],[the verses of the Koran],N
333.0,lHrb,tʒʒuʒat,[t-ʒʒuʒa-t],[2S-prepare:pf-2S],V
334.0,lHrb,t,[t],[Obj:3MS],
335.0,lHrb,as,[a-s],[dat 3S],
336.0,lHrb,kra,[kra],[some],
337.0,lHrb,tiwidd,[t-iwi-dd],[3FS-bring-deic],V
338.0,lHrb,tifiji,[tifiji],[meat],N
339.0,lHrb,tiwidd,[t-iwi-dd],[3FS-bring-deic],V
340.0,lHrb,sskkwar,[sskkwar],[sugar],N
341.0,lHrb,tiwidd,[t-iwi-dd],[3FS-bring-deic],V
342.0,lHrb,ataj,[ataj],[tea],N
343.0,lHrb,aʁar,[aʁar],[just],
344.0,lHrb,tlhut,[t-lhu-t],[3S-spend time:ao],V
345.0,lHrb,ka,[ka],[ka],
346.0,lHrb,rat,[rad],[RAD:Fut],
347.0,lHrb,tssufʁt,[t-ss-ufʁ-t],[2S-caus-go out:pf],V
348.0,lHrb,sslukt,[sslukt],[the verses of the Koran],N
349.0,lHrb,ur,[ur],[neg],
350.0,lHrb,t,[t],[Obj:3FS],
351.0,lHrb,awddi,[awddi],[Interjection],
352.0,lHrb,tnnit,[t-nni-t],[2S-tell:pf],V
353.0,lHrb,New_Sentence,New_Sentence,New_Sentence,
354.0,lHrb,inna,[i-nna],[3MS-say:pf],V
355.0,lHrb,jas,[i-a-s],[to-dat-3S],
356.0,lHrb,hhakk,[hhakk],[hhakk],
357.0,lHrb,fiʁamd,[fi-ʁ-am-d],[give:pf-1S-dat 2FS-deic],V
358.0,lHrb,nit,[nit],[really],
359.0,lHrb,aslm,[a-slm],[MFSS-fish],N
360.0,lHrb,ammas,[ammas],[inside],N
361.0,lHrb,n,[n],[of],
362.0,lHrb,jigr,[i-igr],[a-field],N
363.0,,New_Sentence,New_Sentence,New_Sentence,
364.0,lHrb,tnna,[t-nna],[2FS-say:pf],V
365.0,lHrb,jas,[i-a-s],[to-dat-3S],
366.0,lHrb,aqq,[aqq],[because],
367.0,lHrb,maniʁ,[maniʁ],[where],
368.0,lHrb,za,[za],[za],
369.0,lHrb,tufit,[t-ufi-t],[2S-find:pf],V
370.0,lHrb,aslm,[a-slm],[MFSS-fish],N
371.0,,New_Sentence,New_Sentence,New_Sentence,
372.0,lHrb,inna,[i-nna],[3MS-say:pf],V
373.0,lHrb,jas,[i-a-s],[to-dat-3S],
374.0,lHrb,ldiʁ,[ldi-ʁ],[bring out:pf-1S],V
375.0,lHrb,tid,[t-id],[Obj:3S-deic],
376.0,lHrb,nit,[nit],[really],
377.0,lHrb,ammas,[ammas],[inside],N
378.0,lHrb,n,[n],[n],
379.0,lHrb,tijrza,[tijrza],[plowing],N
380.0,,New_Sentence,New_Sentence,New_Sentence,
381.0,lHrb,tnna,[t-nna],[2FS-say:pf],V
382.0,lHrb,jas,[i-a-s],[to-dat-3S],
383.0,lHrb,llan,[lla-n],[be:pf-3PM],V
384.0,lHrb,jadlli,[jadlli],[anyway],
385.0,lHrb,islman,[i-slm-an],[fish:PM],N
386.0,lHrb,ammas,[ammas],[inside],N
387.0,lHrb,llbur,[ll-bur],[Land fallow],N
388.0,,New_Sentence,New_Sentence,New_Sentence,
389.0,lHrb,inna,[i-nna],[3MS-say:pf],V
390.0,lHrb,jas,[i-a-s],[dat-3S],
391.0,lHrb,jak,[jak],[is],
392.0,lHrb,urd,[urd],[it is not],
393.0,lHrb,is,[is],[Interro],
394.0,lHrb,trit,[t-ri-t],[2MS-want:ao],V
395.0,lHrb,a,[ad],[AD:Comp],
396.0,lHrb,jji,[iji],[dat:1S],
397.0,lHrb,tssχlut,[t-ss-χlu-t],[2S-caus-put out:ao],V
398.0,lHrb,iʁ,[iʁ],[if],
399.0,lHrb,trit,[t-ri-t],[2MS-want:ao],V
400.0,lHrb,ukan,[ukan],[just],
401.0,lHrb,a,[ad],[AD:Comp],
402.0,lHrb,jji,[iji],[dat:1S],
403.0,lHrb,tsnuflt,[t-s-nufl-t],[2S-caus-make mad:ao],V
404.0,lHrb,tinitt,[t-ini-tt],[2FS-say:ao],V
405.0,lHrb,tldi,[t-ldi],[3FS-bring out:pf],V
406.0,lHrb,nit,[nit],[really],
407.0,lHrb,taʁwijjit,[ta-ʁwijji-t],[FFSS-shout],N
408.0,,New_Sentence,New_Sentence,New_Sentence,
409.0,lHrb,tnna,[t-nna],[2FS-say:pf],V
410.0,lHrb,jasn,[i-a-sn],[to-dat-3-PM],
411.0,lHrb,lʕar,[l-ʕar],[the protection],N
412.0,lHrb,n,[n],[of],
413.0,lHrb,!rbbi,[!rbbi],[God],N
414.0,lHrb,ad,[ad],[AD:Comp],
415.0,lHrb,ur,[ur],[neg],
416.0,lHrb,tffaʁm,[t-ffaʁ-m],[2P-go out:pf],V
417.0,lHrb,abla,[abla],[whitout],
418.0,lHrb,iʁ,[iʁ],[if],
419.0,lHrb,i,[i],[to],
420.0,lHrb,jji,[iji],[dat-1S],
421.0,lHrb,t,[t],[Obj:3MS],
422.0,lHrb,tkrfm,[t-krf-m],[2P-attach-ao],V
423.0,lHrb,argaz,[a-rgaz],[MFSS-man],N
424.0,lHrb,hati,[hati],[presentative],
425.0,lHrb,inufl,[i-nufl],[3MS-be crazy:pf],V
426.0,lHrb,aqq,[aqq],[because],
427.0,lHrb,maniʁ,[maniʁ],[where],
428.0,lHrb,jadlli,[jadlli],[anyway],
429.0,lHrb,llan,[lla-n],[be:pf-3PM],V
430.0,lHrb,islman,[i-slm-an],[fish:PM],N
431.0,lHrb,ammas,[ammas],[inside],N
432.0,lHrb,llbur,[ll-bur],[Land fallow],N
433.0,lHrb,mddn,[mddn],[mddn],
434.0,lHrb,ʃkkan,[ʃkka-n],[doubt:pf-3PM],V
435.0,lHrb,gis,[gi-s],[loc:3MS],
436.0,lHrb,!ttalb,[!ttalb],[the master],N
437.0,lHrb,d,[d],[and],
438.0,lHrb,i!mħdarn,[i-!mħdar-n],[PMFS-student],N
439.0,lHrb,!amzn,[!amz-n],[3PM:hold:pf],V
440.0,lHrb,t,[t],[Obj:3S],
441.0,lHrb,krfn,[krf-n],[3PM:tie:pf],V
442.0,lHrb,t,[t],[Obj:3S],
443.0,,New_Sentence,New_Sentence,New_Sentence,
444.0,lHrb,tnna,[t-nna],[2FS-say:pf],V
445.0,lHrb,jasn,[i-a-sn],[to-dat-3-PM],
446.0,lHrb,tmʁart,[t-mʁar-t],[FSCS-woman],N
447.0,lHrb,wakk,[wakk],[wakk],
448.0,lHrb,wakk,[wakk],[wakk],
449.0,lHrb,krfat,[krf-at],[3PM:tie:Imper],V
450.0,lHrb,t,[t],[Obj:3S],
451.0,lHrb,a,[ad],[AD:Comp],
452.0,lHrb,jji,[iji],[1S:me],
453.0,lHrb,ur,[ur],[neg],
454.0,lHrb,inʁ,[i-nʁ],[3MS-kill:ao],V
455.0,lHrb,nkki,[nkki],[1S:me],
456.0,lHrb,d,[d],[and],
457.0,lHrb,tarwanw,[tarwa-nw],[chidren-poss:1S],N
458.0,,New_Sentence,New_Sentence,New_Sentence,
459.0,lHrb,sggwzn,[s-ggwz-n],[caus-go down:pf-3PM],V
460.0,lHrb,argaz,[a-rgaz],[MFSS-man],N
461.0,lHrb,igllin,[i-glli-n],[PMFS-glli-n],N
462.0,lHrb,s,[s],[s],
463.0,lHrb,tsraft,[t-sraf-t],[FSCS-hole],N
464.0,lHrb,ur,[ur],[neg],
465.0,lHrb,t,[t],[t],
466.0,lHrb,jaʁ,[i-aʁ],[3MS-dat-1P],
467.0,lHrb,walu,[walu],[nothing],N
468.0,lHrb,New_Sentence,New_Sentence,New_Sentence,
469.0,lHrb,tskkus,[t-skkus],[3FS-sit down:pf],V
470.0,lHrb,tmʁart,[t-mʁar-t],[FSCS-woman],N
471.0,lHrb,ar,[ar],[AR],
472.0,lHrb,ʁijjid,[ʁ-i-jjid],[overninght],
473.0,lHrb,tawi,[t-awi],[3FS-bring:pf],V
474.0,lHrb,azrg,[a-zrg],[MFSS-mill],N
475.0,lHrb,ar,[ar],[AR],
476.0,lHrb,iggi,[iggi],[action],
477.0,lHrb,ijmi,[i-jmi],[dat-mouth],N
478.0,lHrb,n,[n],[of],
479.0,lHrb,tsraft,[t-sraf-t],[FSCS-hole],N
480.0,lHrb,ar,[ar],[AR],
481.0,lHrb,gis,[gi-s],[loc:3MS],
482.0,lHrb,t!zzad,[t-!zzad],[3FS-grind:Impf],V
483.0,lHrb,ibawn,[i-baw-n],[PMFS-bean],N
484.0,lHrb,iskrasd,[i-skr-as-d],[3MS-do:ao-dat3S-deic],V
485.0,lHrb,lħal,[l-ħal],[the time],N
486.0,lHrb,izd,[izd],[Interro],
487.0,lHrb,aggagn,[a-ggag-n],[PMFS-thunder],N
488.0,lHrb,ad,[ad],[AD:Comp],
489.0,lHrb,ukan,[ukan],[just],
490.0,lHrb,tkk,[t-kk],[3FS-pass:ao],V
491.0,lHrb,mat,[mat],[what],
